case:Project,concept:name,time:timestamp
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 08:46:44+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 16:04:22+00:00
project 147572,Request Payment,2018-12-06 09:00:35+00:00
project 147572,Payment Handled,2018-12-10 17:31:28+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 09:19:21+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 09:20:24+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-04 10:25:35+00:00
project 151278,Request Payment,2018-12-14 08:21:46+00:00
project 151278,Payment Handled,2018-12-17 17:31:09+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 09:33:19+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 09:35:55+00:00
project 151278,Request For Payment REJECTED by SUPERVISOR,2018-12-05 10:22:01+00:00
project 151278,Request For Payment REJECTED by EMPLOYEE,2018-12-10 08:56:07+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-12-10 10:40:11+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-12-10 10:40:14+00:00
project 151278,Request For Payment APPROVED by BUDGET OWNER,2018-12-12 09:57:17+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-20 05:15:19+00:00
project 151278,Request Payment,2019-01-08 11:10:14+00:00
project 151278,Payment Handled,2019-01-10 17:31:09+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 09:51:32+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 09:51:49+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 11:25:02+00:00
project 147843,Request Payment,2018-12-05 13:33:30+00:00
project 147843,Payment Handled,2018-12-06 17:31:34+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 09:55:57+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 09:56:06+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 09:47:04+00:00
project 147556,Request Payment,2018-12-06 11:34:47+00:00
project 147556,Payment Handled,2018-12-10 17:31:28+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 10:29:57+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 10:29:59+00:00
project 147572,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 10:26:13+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-07 12:14:07+00:00
project 147572,Request Payment,2018-12-13 08:29:49+00:00
project 147572,Payment Handled,2018-12-17 17:31:09+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 10:50:48+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 10:50:56+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-04 16:43:09+00:00
project 147546,Request Payment,2018-12-05 07:52:16+00:00
project 147546,Payment Handled,2018-12-06 17:31:34+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 10:52:00+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 10:52:07+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-04 16:43:38+00:00
project 147546,Request Payment,2018-12-05 07:53:06+00:00
project 147546,Payment Handled,2018-12-06 17:31:34+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 11:11:00+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 11:11:05+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-12-04 13:36:59+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 11:29:56+00:00
project 147546,Request Payment,2018-12-05 11:29:57+00:00
project 147546,Payment Handled,2018-12-06 17:31:34+00:00
project 147701,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 11:55:10+00:00
project 147701,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 11:55:28+00:00
project 147701,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 10:47:34+00:00
project 147701,Request Payment,2018-12-11 13:24:26+00:00
project 147701,Payment Handled,2018-12-13 17:31:08+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 12:43:24+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 16:19:14+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:37:10+00:00
project 147572,Request Payment,2018-12-06 16:05:48+00:00
project 147572,Payment Handled,2018-12-10 17:31:28+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 13:18:11+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 13:18:44+00:00
project 147556,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 15:09:41+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-12 09:15:45+00:00
project 147556,Request Payment,2018-12-13 10:13:41+00:00
project 147556,Payment Handled,2018-12-17 17:31:09+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 13:18:57+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 13:19:09+00:00
project 147556,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 14:39:31+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-07 08:10:01+00:00
project 147556,Request Payment,2018-12-10 12:14:58+00:00
project 147556,Payment Handled,2018-12-13 17:31:08+00:00
project 154071,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 13:47:11+00:00
project 154071,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 15:04:27+00:00
project 154071,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 11:15:27+00:00
project 154071,Request Payment,2018-12-18 09:33:29+00:00
project 154071,Payment Handled,2018-12-20 17:31:30+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 13:47:34+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 13:51:58+00:00
project 147843,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 11:36:36+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 13:32:07+00:00
project 147843,Request Payment,2018-12-07 12:09:53+00:00
project 147843,Payment Handled,2018-12-10 17:31:28+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 13:57:46+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 14:01:48+00:00
project 147843,Request For Payment REJECTED by SUPERVISOR,2018-12-06 11:33:08+00:00
project 147843,Request For Payment REJECTED by EMPLOYEE,2018-12-07 12:10:23+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 14:15:38+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 14:17:57+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 10:20:19+00:00
project 147620,Request Payment,2018-12-10 08:57:03+00:00
project 147620,Payment Handled,2018-12-13 17:31:08+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 14:30:40+00:00
project 147531,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 14:31:20+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 11:21:36+00:00
project 147531,Request Payment,2018-12-06 08:43:05+00:00
project 147531,Payment Handled,2018-12-10 17:31:28+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 15:04:01+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 15:04:08+00:00
project 503,Request For Payment APPROVED by BUDGET OWNER,2018-12-11 10:49:30+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 09:26:52+00:00
project 503,Request Payment,2018-12-14 08:14:19+00:00
project 503,Payment Handled,2018-12-17 17:31:09+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 15:25:37+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 15:25:39+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 11:22:20+00:00
project 147582,Request Payment,2018-12-07 05:31:55+00:00
project 147582,Payment Handled,2018-12-10 17:31:28+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 15:35:40+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 15:35:48+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 10:50:31+00:00
project 148052,Request Payment,2018-12-17 12:29:59+00:00
project 148052,Payment Handled,2018-12-20 17:31:30+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 16:32:02+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 16:32:07+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:42:45+00:00
project 147582,Request Payment,2018-12-06 09:25:44+00:00
project 147582,Payment Handled,2018-12-10 17:31:28+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 16:34:24+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 16:34:31+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 09:45:36+00:00
project 147556,Request Payment,2018-12-11 09:59:52+00:00
project 147556,Payment Handled,2018-12-13 17:31:08+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 17:47:47+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 17:47:58+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 10:51:49+00:00
project 147582,Request Payment,2018-12-18 09:01:08+00:00
project 147582,Payment Handled,2018-12-20 17:31:30+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 19:50:42+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 19:51:05+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:36:14+00:00
project 147843,Request Payment,2018-12-06 10:10:50+00:00
project 147843,Payment Handled,2018-12-10 17:31:28+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 19:59:27+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 19:59:31+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:33:23+00:00
project 147843,Request Payment,2018-12-06 10:10:47+00:00
project 147843,Payment Handled,2018-12-10 17:31:28+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-04 20:01:33+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-04 20:01:38+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:32:30+00:00
project 147556,Request Payment,2018-12-06 10:10:51+00:00
project 147556,Payment Handled,2018-12-10 17:31:28+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 09:09:30+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 09:12:47+00:00
project 503,Request For Payment APPROVED by BUDGET OWNER,2018-12-05 10:13:40+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-12 05:15:31+00:00
project 503,Request Payment,2018-12-14 11:56:56+00:00
project 503,Payment Handled,2018-12-17 17:31:09+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 09:15:45+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-12-05 09:15:56+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-12-11 11:03:35+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 09:25:38+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 09:26:05+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 11:25:19+00:00
project 147620,Request Payment,2018-12-07 16:54:45+00:00
project 147620,Payment Handled,2018-12-10 17:31:28+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 09:55:33+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 09:55:36+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-12-05 14:40:30+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 09:48:46+00:00
project 148052,Request Payment,2018-12-10 09:48:47+00:00
project 148052,Payment Handled,2018-12-13 17:31:08+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 09:59:15+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 09:59:58+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:31:03+00:00
project 147546,Request Payment,2018-12-14 08:21:45+00:00
project 147546,Payment Handled,2018-12-17 17:31:09+00:00
UNKNOWN,Request For Payment SAVED by EMPLOYEE,2018-12-05 10:00:55+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 10:30:10+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 10:30:18+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 09:05:23+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 09:21:42+00:00
project 148052,Request Payment,2018-12-11 10:47:28+00:00
project 148052,Payment Handled,2018-12-13 17:31:08+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 11:29:09+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 11:40:58+00:00
project 147582,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 09:32:47+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 05:15:23+00:00
project 147582,Request Payment,2018-12-20 16:24:45+00:00
project 147582,Payment Handled,2019-01-03 11:59:16+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 11:30:44+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-10 14:54:14+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 11:00:42+00:00
project 147556,Request Payment,2018-12-11 16:27:47+00:00
project 147556,Payment Handled,2018-12-13 17:31:08+00:00
project 177167,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 11:40:37+00:00
project 177167,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 11:40:43+00:00
project 177167,Request For Payment APPROVED by BUDGET OWNER,2018-12-05 14:39:43+00:00
project 177167,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 09:48:25+00:00
project 177167,Request Payment,2018-12-10 09:48:26+00:00
project 177167,Payment Handled,2018-12-13 17:31:08+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 12:06:22+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 12:06:54+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:30:23+00:00
project 147572,Request Payment,2018-12-11 11:43:27+00:00
project 147572,Payment Handled,2018-12-13 17:31:08+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 12:17:23+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 12:19:19+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:28:45+00:00
project 147546,Request Payment,2018-12-14 08:21:48+00:00
project 147546,Payment Handled,2018-12-17 17:31:09+00:00
project 147649,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 14:41:25+00:00
project 147649,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 14:41:32+00:00
project 147649,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 14:44:51+00:00
project 147649,Request Payment,2018-12-06 07:27:00+00:00
project 147649,Payment Handled,2018-12-10 17:31:28+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 15:10:17+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 15:10:29+00:00
project 147620,Request For Payment REJECTED by SUPERVISOR,2018-12-11 11:01:37+00:00
project 147620,Request For Payment REJECTED by EMPLOYEE,2018-12-11 11:25:17+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-12-11 11:48:04+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-12-11 11:48:22+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 15:40:50+00:00
project 147620,Request Payment,2018-12-18 07:26:20+00:00
project 147620,Payment Handled,2018-12-20 17:31:30+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 15:18:03+00:00
project 147531,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 15:18:04+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-05 15:47:28+00:00
project 147531,Request Payment,2018-12-05 18:55:41+00:00
project 147531,Payment Handled,2018-12-10 17:31:28+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 15:28:50+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 15:28:59+00:00
project 147582,Request For Payment APPROVED by BUDGET OWNER,2018-12-12 13:49:06+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 10:15:07+00:00
project 147582,Request Payment,2018-12-13 10:15:08+00:00
project 147582,Payment Handled,2018-12-17 17:31:09+00:00
project 155960,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 15:45:43+00:00
project 155960,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 15:45:53+00:00
project 155960,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 11:09:02+00:00
project 155960,Request Payment,2018-12-10 09:56:49+00:00
project 155960,Payment Handled,2018-12-13 17:31:08+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 16:32:23+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 16:32:29+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 08:58:21+00:00
project 147546,Request Payment,2018-12-11 09:04:15+00:00
project 147546,Payment Handled,2018-12-13 17:31:08+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 16:41:28+00:00
project 147531,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 16:46:23+00:00
project 147531,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 13:36:18+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 05:15:23+00:00
project 147531,Request Payment,2018-12-13 12:23:14+00:00
project 147531,Payment Handled,2018-12-17 17:31:09+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 16:47:59+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 16:48:07+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 10:13:37+00:00
project 147546,Request Payment,2018-12-12 08:39:57+00:00
project 147546,Payment Handled,2018-12-13 17:31:08+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 16:49:13+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 16:49:17+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 09:18:42+00:00
project 147556,Request Payment,2018-12-07 13:07:53+00:00
project 147556,Payment Handled,2018-12-10 17:31:28+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 17:23:35+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 17:24:14+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 11:04:36+00:00
project 147556,Request Payment,2018-12-17 11:59:08+00:00
project 147556,Payment Handled,2018-12-20 17:31:30+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 19:05:04+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 19:06:10+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 11:08:04+00:00
project 148052,Request Payment,2018-12-12 13:18:54+00:00
project 148052,Payment Handled,2018-12-13 17:31:08+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 19:42:53+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 19:43:57+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 09:26:47+00:00
project 151278,Request Payment,2018-12-11 12:11:57+00:00
project 151278,Payment Handled,2018-12-13 17:31:08+00:00
project 152803,Request For Payment SUBMITTED by EMPLOYEE,2018-12-05 21:51:46+00:00
project 152803,Request For Payment APPROVED by ADMINISTRATION,2018-12-05 21:59:24+00:00
project 152803,Request For Payment APPROVED by BUDGET OWNER,2018-12-07 13:26:23+00:00
project 152803,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-07 16:24:51+00:00
project 152803,Request Payment,2018-12-10 15:00:22+00:00
project 152803,Payment Handled,2018-12-13 17:31:08+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 09:18:57+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 09:19:22+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 11:09:06+00:00
project 503,Request Payment,2018-12-11 16:30:36+00:00
project 503,Payment Handled,2018-12-13 17:31:08+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 09:40:38+00:00
project 147531,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 09:41:01+00:00
project 147531,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 14:38:51+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-11 18:41:00+00:00
project 147531,Request Payment,2018-12-18 09:33:21+00:00
project 147531,Payment Handled,2018-12-20 17:31:30+00:00
UNKNOWN,Request For Payment SAVED by EMPLOYEE,2018-12-06 09:41:13+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 09:45:40+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 09:51:09+00:00
project 147620,Request For Payment REJECTED by BUDGET OWNER,2018-12-18 11:07:06+00:00
project 147620,Request For Payment REJECTED by EMPLOYEE,2018-12-20 13:54:14+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 09:56:51+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 09:57:04+00:00
project 147572,Request For Payment APPROVED by BUDGET OWNER,2018-12-11 16:35:10+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 10:01:27+00:00
project 147572,Request Payment,2018-12-14 15:22:23+00:00
project 147572,Payment Handled,2018-12-17 17:31:09+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 10:25:45+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 10:27:06+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 10:13:33+00:00
project 147546,Request Payment,2018-12-21 14:01:48+00:00
project 147546,Payment Handled,2019-02-21 17:31:05+00:00
project 154071,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 10:34:07+00:00
project 154071,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 10:34:10+00:00
project 154071,Request For Payment APPROVED by BUDGET OWNER,2018-12-06 15:31:43+00:00
project 154071,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 05:15:23+00:00
project 154071,Request Payment,2018-12-13 08:41:57+00:00
project 154071,Payment Handled,2018-12-17 17:31:09+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 10:56:17+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 10:56:40+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-17 15:41:09+00:00
project 147556,Request Payment,2018-12-17 17:32:17+00:00
project 147556,Payment Handled,2018-12-20 17:31:30+00:00
UNKNOWN,Request For Payment SAVED by EMPLOYEE,2018-12-06 11:09:17+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 11:12:37+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 11:14:32+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 15:36:48+00:00
project 147556,Request Payment,2018-12-11 08:57:31+00:00
project 147556,Payment Handled,2018-12-13 17:31:08+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 11:16:21+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 11:24:27+00:00
project 147620,Request For Payment APPROVED by BUDGET OWNER,2018-12-10 11:30:49+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-13 10:24:12+00:00
project 147620,Request Payment,2018-12-14 08:13:15+00:00
project 147620,Payment Handled,2018-12-17 17:31:09+00:00
project 148681,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 11:25:35+00:00
project 148681,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 11:25:41+00:00
project 148681,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 15:38:15+00:00
project 148681,Request Payment,2018-12-11 08:57:32+00:00
project 148681,Payment Handled,2018-12-13 17:31:08+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 11:37:48+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 11:55:34+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-12 11:28:33+00:00
project 147546,Request Payment,2018-12-14 13:07:08+00:00
project 147546,Payment Handled,2018-12-17 17:31:09+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 12:19:40+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 12:19:47+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-12 11:27:09+00:00
project 147546,Request Payment,2018-12-14 13:07:11+00:00
project 147546,Payment Handled,2018-12-17 17:31:09+00:00
project 147701,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 12:32:15+00:00
project 147701,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 12:32:20+00:00
project 147701,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 16:02:47+00:00
project 147701,Request Payment,2018-12-10 23:27:34+00:00
project 147701,Payment Handled,2018-12-13 17:31:08+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 12:44:40+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 12:47:33+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-10 09:43:10+00:00
project 147572,Request Payment,2018-12-11 09:11:06+00:00
project 147572,Payment Handled,2018-12-13 17:31:08+00:00
project 147649,Request For Payment SUBMITTED by EMPLOYEE,2018-12-06 13:03:19+00:00
project 147649,Request For Payment APPROVED by ADMINISTRATION,2018-12-06 13:03:25+00:00
project 147649,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-12-06 15:36:30+00:00
project 147649,Request Payment,2018-12-08 16:08:17+00:00
project 147649,Payment Handled,2018-12-13 17:31:08+00:00
